entry	name	qualified_name	subsystem	evidence	size	parameters	locals	source	thunk	external	decompile	decompile_sha256	caller_count	callee_count	string_count	c_file	asm_file
00100050	gpio_config_input_sense	gpio_config_input_sense	led-gpio	retained-or-recovered-symbol	1	0	0	IMPORTED	false	false	success	09feb96771c5f03a2d340f3ccb1a73dbbb2dccb8a95d5aa7ad251ad57dde6dbb	0	0	0	decompiled/00100050_gpio_config_input_sense.c	assembly/00100050_gpio_config_input_sense.asm
00100080	set_input	set_input	module-support	retained-or-recovered-symbol	1	0	0	IMPORTED	false	false	success	5b5e6999ba97f11510660704a683ce88add4780b586084e12ba2f7a3b65ad4db	0	0	0	decompiled/00100080_set_input.c	assembly/00100080_set_input.asm
001000e0	local_push_button_proc_write_or_ack	local_push_button_proc_write_or_ack	reset-button	retained-or-recovered-symbol	180	0	0	USER_DEFINED	false	false	success	a46d0f6f983d0e311281229d52b2ffd1eb51e9b93e679faf51d886d8d06f3aba	0	0	0	decompiled/001000e0_local_push_button_proc_write_or_ack.c	assembly/001000e0_local_push_button_proc_write_or_ack.asm
00100198	local_push_button_proc_read	local_push_button_proc_read	reset-button	retained-or-recovered-symbol	620	0	0	USER_DEFINED	false	false	success	9d8e9a2337d85e38da036086a1390a45778351542b2c452ca61d7ba240097d0e	0	0	0	decompiled/00100198_local_push_button_proc_read.c	assembly/00100198_local_push_button_proc_read.asm
00100408	local_push_button_timer_callback	local_push_button_timer_callback	reset-button	retained-or-recovered-symbol	632	0	0	USER_DEFINED	false	false	success	8adc6caa13230df7f1233b5e6ec92134079b0229cb762a902ad46b4e74647bc9	0	0	0	decompiled/00100408_local_push_button_timer_callback.c	assembly/00100408_local_push_button_timer_callback.asm
00100770	cleanup_module	cleanup_module	module-lifecycle	retained-or-recovered-symbol	1	0	0	IMPORTED	false	false	success	64ed0cbc9675f46db527569cad2f995c90c2b3b8a6fa58d28295aae9f917c03c	0	0	0	decompiled/00100770_cleanup_module.c	assembly/00100770_cleanup_module.asm
00100880	init_module	init_module	module-lifecycle	retained-or-recovered-symbol	1	0	0	IMPORTED	false	false	success	5f4084862b4fc16bb4b291e1a06cad1a611e9531b0020caa6c49fdfd55d1a0bc	0	0	0	decompiled/00100880_init_module.c	assembly/00100880_init_module.asm
