function_entry	function_name	string
ffffffffbfc340fc	FUN_ffffffffbfc340fc	SPI%d: Tx is now up\n
ffffffffbfc34860	FUN_ffffffffbfc34860	cvmx_helper_board_get_mii_address: Unknown board type %d\n
ffffffffbfc34a4c	FUN_ffffffffbfc34a4c	\n[This application is accord with GPL rule.]\n\n\n\n\n
ffffffffbfc34a4c	FUN_ffffffffbfc34a4c	ERROR:\n
ffffffffbfc34a4c	FUN_ffffffffbfc34a4c	ERROR: Board type is CVMX_BOARD_TYPE_CN3010_EVB_HS5, but Broadcom PHY found.\n
ffffffffbfc34a4c	FUN_ffffffffbfc34a4c	ERROR: The board type is mis-configured, and software malfunctions are likely.\n
ffffffffbfc34a4c	FUN_ffffffffbfc34a4c	ERROR: All boards require a unique board type to identify them.\n
ffffffffbfc353c8	FUN_ffffffffbfc353c8	ERROR: cvmx_pko_config_port: Invalid port %llu\n
ffffffffbfc353c8	FUN_ffffffffbfc353c8	ERROR: cvmx_pko_config_port: Invalid queue range %llu\n
ffffffffbfc353c8	FUN_ffffffffbfc353c8	ERROR: cvmx_pko_config_port: Static priority queues aren't contiguous or don't start at base queue. q: %d, eq: %d\n
ffffffffbfc353c8	FUN_ffffffffbfc353c8	ERROR: cvmx_pko_config_port: Unable to allocate output buffer.\n
ffffffffbfc353c8	FUN_ffffffffbfc353c8	ERROR: cvmx_pko_config_port: Static priority queues don't start at base queue. sq: %d\n
ffffffffbfc353c8	FUN_ffffffffbfc353c8	ERROR: cvmx_pko_config_port: Invalid priority %llu\n
ffffffffbfc353c8	FUN_ffffffffbfc353c8	cvmx_ptr_to_phys() passed a NULL pointer\n
ffffffffbfc35b24	FUN_ffffffffbfc35b24	Warning: Enabling PKO when PKO already enabled.\n
